iter	Logloss
416	0.6853632702
417	0.6853446746
418	0.6853327896
419	0.6853213278
420	0.6853011246
421	0.685280393
422	0.6852647841
423	0.6852506884
424	0.6852404414
425	0.6852266004
426	0.6852116675
427	0.6851978853
428	0.6851854184
429	0.6851715664
430	0.68515785
431	0.685145121
432	0.6851248219
433	0.6851096848
434	0.6850991197
435	0.6850888283
436	0.6850766417
437	0.685065059
438	0.6850494531
439	0.6850324407
440	0.6850163342
441	0.6850026012
442	0.6849881063
443	0.6849771409
444	0.6849551828
445	0.6849425493
446	0.6849276745
447	0.6849155749
448	0.6848978922
449	0.6848820531
450	0.6848721059
451	0.6848513119
452	0.6848306851
453	0.6848138715
454	0.6848000218
455	0.6847836032
456	0.6847735201
457	0.6847595325
458	0.6847451703
459	0.6847312714
460	0.6847149238
461	0.6846992001
462	0.684683037
463	0.6846679635
464	0.6846557921
465	0.6846330414
466	0.6846233649
467	0.684610366
468	0.6845908574
469	0.6845785456
470	0.6845654789
471	0.684553927
472	0.6845445037
473	0.6845250363
474	0.6845069046
475	0.6844964069
476	0.6844843059
477	0.6844701365
478	0.68445726
479	0.6844498605
480	0.6844303633
481	0.6844126494
482	0.6843981057
483	0.6843822495
484	0.6843698304
485	0.6843524762
486	0.6843416726
487	0.6843338542
488	0.6843196774
489	0.6843047479
490	0.6842919163
491	0.684280791
492	0.6842672914
493	0.6842483063
494	0.6842359882
495	0.6842187574
496	0.6842003711
497	0.6841859267
498	0.6841727995
499	0.6841609691
500	0.6841450877
501	0.6841330079
502	0.6841176842
503	0.6841002584
504	0.6840879085
505	0.6840732512
506	0.6840639092
507	0.6840444202
508	0.6840320173
509	0.6840189568
510	0.684000133
511	0.683984394
512	0.6839666628
513	0.6839468958
514	0.68392613
515	0.6839158066
516	0.6838944116
517	0.6838822047
518	0.6838721235
519	0.683857888
520	0.6838439707
521	0.6838272369
522	0.6838145943
523	0.6838003435
524	0.6837895088
525	0.683766869
526	0.6837572745
527	0.6837422522
528	0.6837250408
529	0.6837106038
530	0.6836970238
531	0.6836849288
532	0.6836707003
533	0.6836583423
534	0.6836426301
535	0.6836290771
536	0.6836162216
537	0.683604014
538	0.6835928468
539	0.6835787745
540	0.6835660081
541	0.6835547323
542	0.6835383652
543	0.6835249297
544	0.6835098072
545	0.6834984316
546	0.6834858979
547	0.6834691914
548	0.683451035
549	0.6834392226
550	0.6834228985
551	0.683411754
552	0.6833918286
553	0.6833811807
554	0.6833682684
555	0.6833584159
556	0.6833436484
557	0.6833295376
558	0.6833159666
559	0.6833003755
560	0.6832861504
561	0.6832749211
562	0.6832620574
563	0.6832449945
564	0.6832304616
565	0.6832188001
566	0.6831999441
567	0.6831896105
568	0.6831763945
569	0.6831607057
570	0.6831480603
571	0.6831350011
572	0.6831187365
573	0.6831014018
574	0.6830913457
575	0.6830737736
576	0.6830606344
577	0.683040094
578	0.6830240651
579	0.6830118782
580	0.6829988307
581	0.68298824
582	0.6829740077
583	0.682965085
584	0.6829548728
585	0.6829414124
586	0.6829229703
587	0.6829049628
588	0.6828872576
589	0.6828766296
590	0.6828583342
591	0.682845739
592	0.6828316245
593	0.6828191811
594	0.6828087273
595	0.6827969947
596	0.6827838628
597	0.6827754615
598	0.6827570097
599	0.6827422841
600	0.6827298261
601	0.6827142163
602	0.6827013602
603	0.682691135
604	0.6826775409
605	0.6826524963
606	0.6826367812
607	0.6826259617
608	0.6826129957
609	0.6826026161
610	0.6825885039
611	0.682578495
612	0.6825622373
613	0.6825455344
614	0.6825334662
615	0.6825207463
616	0.6825058871
617	0.6824945166
618	0.6824773903
619	0.6824645683
620	0.6824540122
621	0.6824409508
622	0.6824243794
623	0.6824167987
624	0.6824022104
625	0.682384175
626	0.6823724209
627	0.6823562576
628	0.6823445245
629	0.6823274575
630	0.6823129789
631	0.6822956393
632	0.6822839619
633	0.6822697044
634	0.6822558703
635	0.6822405283
636	0.682228396
637	0.6822124468
638	0.6821999229
639	0.682189486
640	0.6821726905
641	0.6821616189
642	0.6821432022
643	0.682132599
644	0.6821220116
645	0.6821087431
646	0.6820939742
647	0.6820798984
648	0.6820679337
649	0.6820532646
650	0.6820417727
651	0.6820254319
652	0.6820114246
653	0.6819977937
654	0.6819827255
655	0.6819652876
656	0.6819521308
657	0.681937688
658	0.681926142
659	0.6819089694
660	0.6818991663
661	0.6818850962
662	0.6818734188
663	0.681864033
664	0.6818502473
665	0.681837491
666	0.6818238697
667	0.6818110852
668	0.6817931632
669	0.6817744999
670	0.6817592489
671	0.6817490573
672	0.681737064
673	0.6817194858
674	0.681705668
675	0.6816889643
676	0.6816794517
677	0.6816658601
678	0.6816509392
679	0.6816319125
680	0.6816194809
681	0.6816085085
682	0.6815978515
683	0.6815838821
684	0.6815657604
685	0.6815553011
686	0.6815347753
687	0.6815192937
688	0.6815079316
689	0.6814970457
690	0.6814820017
691	0.6814726955
692	0.6814575895
693	0.6814439791
694	0.6814355197
695	0.6814267752
696	0.6814128573
697	0.6813966926
698	0.6813824533
699	0.6813709188
700	0.6813576101
701	0.6813466598
702	0.6813314348
703	0.681320046
704	0.681305277
705	0.6812848495
706	0.6812733269
707	0.6812628564
708	0.6812506011
709	0.681234309
710	0.6812214584
711	0.6812101609
712	0.6811939558
713	0.6811806885
714	0.6811667743
715	0.6811519165
716	0.6811341563
717	0.6811227558
718	0.6811087309
719	0.6811013051
720	0.6810869223
721	0.6810713745
722	0.6810552582
723	0.6810421752
724	0.6810280597
725	0.6810116346
726	0.6809910815
727	0.6809720649
728	0.6809625632
729	0.6809490547
730	0.6809358374
731	0.6809267943
732	0.6809158614
733	0.6809051116
734	0.680892463
735	0.6808806349
736	0.6808718245
737	0.6808584636
738	0.6808414084
739	0.6808272617
740	0.6808142817
741	0.6808019225
742	0.6807870611
743	0.68077187
744	0.6807614696
745	0.6807490152
746	0.680729355
747	0.6807216602
748	0.6807106288
749	0.6806960434
750	0.6806812458
751	0.680671711
752	0.6806595759
753	0.6806492304
754	0.6806373594
755	0.6806250508
756	0.6806059325
757	0.6805888132
758	0.6805734502
759	0.6805618708
760	0.6805502459
761	0.6805316103
762	0.680515053
763	0.6804989151
764	0.6804872743
765	0.6804755263
766	0.6804670738
767	0.6804563854
768	0.6804395361
769	0.6804265633
770	0.6804116394
771	0.6804006933
772	0.6803900378
773	0.6803732522
774	0.6803646759
775	0.6803536124
776	0.680341703
777	0.6803296509
778	0.6803169665
779	0.6803077635
780	0.680290877
781	0.6802779742
782	0.6802634935
783	0.6802537378
784	0.6802416634
785	0.680227242
786	0.680214075
787	0.6802016845
788	0.6801893237
789	0.6801795907
790	0.6801682805
791	0.6801542207
792	0.6801431373
793	0.6801347078
794	0.6801209597
795	0.6801120043
796	0.6800978784
797	0.680087242
798	0.6800750933
799	0.6800638018
800	0.6800519382
801	0.6800372307
802	0.6800248233
803	0.6800111696
804	0.6799919917
805	0.6799789638
806	0.6799617205
807	0.6799471728
808	0.6799364248
809	0.6799202296
810	0.6799074079
811	0.6798948983
812	0.6798811549
813	0.6798630131
814	0.6798531652
815	0.6798415866
816	0.6798317944
817	0.6798166414
818	0.6798054432
819	0.6797949661
820	0.6797813788
821	0.6797716906
822	0.679762859
823	0.6797504791
824	0.6797368878
825	0.6797228537
826	0.679707635
827	0.6796928837
828	0.6796816092
829	0.6796682953
830	0.6796540612
831	0.6796448733
832	0.6796332244
833	0.6796151793
834	0.6796022177
835	0.6795955108
836	0.6795823828
837	0.6795707512
838	0.6795595304
839	0.6795463098
840	0.6795315125
841	0.6795192325
842	0.6795114135
843	0.67950032
844	0.6794883209
845	0.6794773334
846	0.6794635982
847	0.6794546767
848	0.6794375601
849	0.6794267756
850	0.6794188761
851	0.6794050203
852	0.679397803
853	0.6793858486
854	0.6793739529
855	0.6793612793
856	0.6793505013
857	0.6793387342
858	0.6793218117
859	0.6793081881
860	0.6792920985
861	0.6792811801
862	0.67926747
863	0.6792535169
864	0.6792416153
865	0.6792277384
866	0.6792135417
867	0.6792043815
868	0.6791900936
869	0.6791802875
870	0.6791685991
871	0.6791584369
872	0.679148913
873	0.6791348005
874	0.6791218409
875	0.6791132083
876	0.6791026896
877	0.6790911297
878	0.6790815566
879	0.6790669386
880	0.6790533497
881	0.6790428188
882	0.679028632
883	0.6790173553
884	0.6790034862
885	0.678992825
886	0.678981447
887	0.6789660063
888	0.6789555487
889	0.6789446868
890	0.67893526
891	0.678923792
892	0.6789119861
893	0.6788971101
894	0.6788865183
895	0.6788716746
896	0.6788611857
897	0.6788469484
898	0.6788338878
899	0.6788255864
900	0.6788137684
901	0.67880097
902	0.6787914252
903	0.6787808565
904	0.6787711358
905	0.6787556596
906	0.678743298
907	0.6787307464
908	0.6787153921
909	0.6787014151
910	0.6786908119
911	0.6786785716
912	0.6786634558
913	0.6786504939
914	0.6786420743
915	0.6786292962
916	0.6786160689
917	0.6785999738
918	0.678589721
919	0.6785807085
920	0.6785729565
921	0.6785575822
922	0.6785491081
923	0.6785353018
924	0.6785207589
925	0.6785079856
926	0.6784991213
927	0.6784881321
928	0.6784789973
929	0.6784681567
930	0.678454558
931	0.6784421807
932	0.6784315973
933	0.6784205199
934	0.6784122623
935	0.678403616
936	0.6783876064
937	0.6783771017
938	0.6783678568
939	0.678358401
940	0.678341899
941	0.678328438
942	0.6783168365
943	0.6783042576
944	0.6782933154
945	0.6782848316
946	0.6782719128
947	0.6782580682
948	0.6782442414
949	0.6782335962
950	0.6782204757
951	0.6782052181
952	0.6781908778
953	0.6781784514
954	0.6781637626
955	0.6781549138
956	0.678145068
957	0.6781322014
958	0.6781202192
959	0.6781113531
960	0.6781002266
961	0.6780901382
962	0.678082248
963	0.6780748451
964	0.6780658671
965	0.6780501784
966	0.678038329
967	0.6780251307
968	0.6780130872
969	0.6780034402
970	0.6779892101
971	0.6779763705
972	0.6779692026
973	0.6779640468
974	0.6779501032
975	0.6779375125
976	0.6779225714
977	0.6779068416
978	0.6778962168
979	0.6778844831
980	0.6778710669
981	0.6778560951
982	0.6778484236
983	0.6778356776
984	0.6778226891
985	0.6778113287
986	0.6777982621
987	0.677786333
988	0.6777753309
989	0.677764754
990	0.6777528714
991	0.6777391689
992	0.6777234076
993	0.6777134434
994	0.6776986884
995	0.6776800803
996	0.6776681358
997	0.6776548102
998	0.6776442665
999	0.6776322398
